timesteps,episode_return
59750,-43.590512
59800,-52.683932
59850,-49.853225
59900,-50.786792
59950,-45.403299
60000,-48.427917
60050,-46.558385
60100,-41.366267
60150,-50.743741
60200,-49.135364
60250,-47.273272
60300,-42.686802
60350,-54.101119
60400,-56.125674
60450,-46.555428
60500,-52.431407
60550,-47.520263
60600,-47.787317
60650,-41.151943
60700,-50.847298
60750,-50.832893
60800,-48.283485
60850,-47.658806
60900,-50.751647
60950,-51.361588
61000,-51.879
61050,-48.818012
61100,-48.542967
61150,-46.417383
61200,-48.708249
61250,-56.592867
61300,-52.320502
61350,-51.229505
61400,-48.379706
61450,-51.495231
61500,-53.472205
61550,-44.308967
61600,-46.975274
61650,-44.629517
61700,-43.80347
61750,-46.523588
61800,-47.528601
61850,-47.00097
61900,-46.434335
61950,-51.547696
62000,-46.209808
62050,-48.511623
62100,-46.775797
62150,-47.595874
62200,-51.303434
62250,-42.967748
62300,-42.760798
62350,-41.598929
62400,-42.823968
62450,-37.322692
62500,-42.604247
62550,-46.241835
62600,-48.2265
62650,-47.948513
62700,-44.441532
62750,-51.700088
62800,-43.296138
62850,-50.965941
62900,-54.018097
62950,-31.130555
63000,-46.225766
63050,-50.838747
63100,-44.272493
63150,-47.133289
63200,-43.620583
63250,-42.423789
63300,-40.0843
63350,-51.451973
63400,-42.676467
63450,-41.631705
63500,-49.8509
63550,-43.098632
63600,-40.475579
63650,-45.898219
63700,-44.79121
63750,-47.162726
63800,-43.261826
63850,-42.068282
63900,-41.181894
63950,-50.747195
64000,-40.356159
64050,-43.459707
64100,-42.4779
64150,-43.464863
64200,-41.304452
64250,-34.140693
64300,-44.726525
64350,-43.474601
64400,-39.335842
64450,-43.455905
64500,-36.738734
64550,-41.008397
64600,-33.388846
64650,-42.125811
64700,-42.390757
64750,-41.296663
64800,-48.764091
64850,-51.120399
64900,-45.817628
64950,-37.864648
65000,-42.969891
65050,-45.443686
65100,-45.606118
65150,-39.550086
65200,-44.125867
65250,-37.913889
65300,-46.287555
65350,-41.908554
65400,-43.276442
65450,-44.776068
65500,-36.333944
65550,-42.938556
65600,-39.416396
65650,-47.417503
65700,-39.85334
65750,-32.168875
65800,-37.914846
65850,-38.416368
65900,-40.262409
65950,-44.541458
66000,-46.569385
66050,-42.423046
66100,-40.678447
66150,-38.148348
66200,-50.520929
66250,-43.109132
66300,-45.676709
66350,-45.516539
66400,-40.508588
66450,-43.591425
66500,-36.949338
66550,-42.828442
66600,-34.456133
66650,-37.563179
66700,-35.912981
66750,-37.955001
66800,-39.751101
