timesteps,episode_return
10600,-38.728589
10650,-38.173248
10700,-37.240641
10750,-30.501723
10800,-37.989282
10850,-35.561531
10900,-33.749637
10950,-34.313841
11000,-30.383863
11050,-35.09411
11100,-43.429835
11150,-35.368669
11200,-40.157522
11250,-35.275628
11300,-37.769737
11350,-38.229512
11400,-35.677204
11450,-36.521864
11500,-36.765201
11550,-34.162205
11600,-36.145744
11650,-37.059216
11700,-34.492062
11750,-34.080973
11800,-36.843107
11850,-37.592377
11900,-33.532833
11950,-28.081733
12000,-30.852408
12050,-38.535412
12100,-35.134767
12150,-38.273148
12200,-35.668606
12250,-32.69068
12300,-38.398048
12350,-38.715454
12400,-33.279368
12450,-31.849388
12500,-32.534252
12550,-29.774523
12600,-40.492397
12650,-37.995125
12700,-32.315681
12750,-34.983022
12800,-34.677913
12850,-37.956846
12900,-32.848768
12950,-33.027574
13000,-32.348438
13050,-40.207752
13100,-33.732757
13150,-42.903716
13200,-27.552647
13250,-36.576513
13300,-35.37334
13350,-38.588475
13400,-35.148835
13450,-31.552315
13500,-38.036392
13550,-27.814083
13600,-36.996423
13650,-46.364689
13700,-32.570546
13750,-36.821358
13800,-33.951282
13850,-31.845844
13900,-36.201391
13950,-39.427832
14000,-41.354065
14050,-39.428836
14100,-32.714716
14150,-33.427067
14200,-33.62128
14250,-39.077435
14300,-38.210766
14350,-34.261999
14400,-34.760283
14450,-31.284872
14500,-35.701592
14550,-34.89412
14600,-29.392107
14650,-38.193837
14700,-34.294234
14750,-29.834876
14800,-33.298101
14850,-31.62352
14900,-29.340643
14950,-36.498012
15000,-34.048834
15050,-33.545971
15100,-32.911116
15150,-32.978046
15200,-29.08028
15250,-30.873242
15300,-33.488837
15350,-34.139615
15400,-35.310208
15450,-32.348004
15500,-35.444362
15550,-36.541792
15600,-36.659538
15650,-33.353727
15700,-38.363886
15750,-35.874386
15800,-34.579358
15850,-31.753911
15900,-34.418358
15950,-38.257011
16000,-37.445022
16050,-35.940054
16100,-35.945061
16150,-35.192391
16200,-40.095148
16250,-34.203432
16300,-34.676718
16350,-35.482768
16400,-35.065735
16450,-33.827678
16500,-32.929298
16550,-33.303678
16600,-30.913909
16650,-40.414501
16700,-39.439946
16750,-32.67192
16800,-31.412809
16850,-31.608747
16900,-31.625858
16950,-32.460135
17000,-28.618495
17050,-30.720715
17100,-32.190212
17150,-33.748738
17200,-39.367085
17250,-35.415069
17300,-34.993061
17350,-37.732683
17400,-30.733266
17450,-38.989666
17500,-38.363771
17550,-29.677969
17600,-31.270072
17650,-26.91892
17700,-32.468362
17750,-31.882744
17800,-36.11812
17850,-29.740828
17900,-35.917139
17950,-37.936278
18000,-35.865841
18050,-31.470797
18100,-27.669832
18150,-35.078876
18200,-31.301278
18250,-29.028686
18300,-33.371379
18350,-28.0398
18400,-32.301828
18450,-33.53385
18500,-28.480363
